Document,Dominant_Topic,Perc_Contribution,Topic_Keywords,Reviews_cleaned
62,3,0.953199983,"process, time, read, loan, home, great, always, company, questions, nasb","['fast', 'easy', 'leave', 'comforts', 'home', 'steven', 'shatz', 'friendly', 'helped', 'every', 'turn', 'recommended', 'everyone', 'needs', 'financing', 'company']"
63,1,0.939499974,"process, loan, read, closing, made, team, experience, time, great, questions","['working', 'agent', 'quick', 'simple', 'little', 'things', 'completed', 'well', 'pleased', 'service', 'result', 'received']"
64,3,0.929199994,"process, time, read, loan, home, great, always, company, questions, nasb","['teddy', 'represents', 'company', 'well', 'communicative', 'patient', 'hardworking', 'gets', 'job', 'done']"
65,1,0.968999982,"process, loan, read, closing, made, team, experience, time, great, questions","['teddy', 'ferrell', 'binh', 'lai', 'excellent', 'team', 'members', 'teddy', 'explained', 'everything', 'beginning_end', 'honest', 'front', 'required', 'transactions', 'take', 'place', 'answered', 'calls', 'emails', 'timely_manner', 'professional', 'excellent', 'communication']"
66,3,0.947799981,"process, time, read, loan, home, great, always, company, questions, nasb","['thank', 'help', 'kelly', 'patience', 'kindness', 'assisting', 'loan', 'greatly', 'appreciated', 'look', 'forward', 'working', 'together', 'future']"
67,1,0.958500028,"process, loan, read, closing, made, team, experience, time, great, questions","['kelly', 'rasool', 'extremely', 'helpful', 'stressful', 'time', 'family', 'made', 'feel', 'taken_care', 'really', 'cared', 'helping', 'thank', 'referring', 'family', 'friends', 'future']"
68,3,0.975600004,"process, time, read, loan, home, great, always, company, questions, nasb","['first', 'conversation', 'steve', 'knew', 'understood', 'situation', 'perfectly', 'able', 'help', 'achieve', 'dream_home', 'ownership', 'given', 'realistic', 'expectations', 'beginning', 'steve', 'kept', 'touch', 'throughout', 'process', 'relief', 'work', 'someone', 'gave', 'accurate', 'information', 'didnt', 'string', 'along', 'read']"
69,3,0.911800027,"process, time, read, loan, home, great, always, company, questions, nasb","['staff', 'friendly', 'great_work', 'kept', 'well', 'informed', 'throughout', 'process']"
70,1,0.738399982,"process, loan, read, closing, made, team, experience, time, great, questions","['informative', 'responsive']"
71,1,0.948199987,"process, loan, read, closing, made, team, experience, time, great, questions","['tim', 'pope', 'informative', 'throughout', 'process', 'beginning_end', 'unlike', 'lenders', 'made', 'pleasure', 'able', 'experience', 'thanks', 'tim']"
72,3,0.953199983,"process, time, read, loan, home, great, always, company, questions, nasb","['fast', 'easy', 'leave', 'comforts', 'home', 'steven', 'shatz', 'friendly', 'helped', 'every', 'turn', 'recommended', 'everyone', 'needs', 'financing', 'company']"
73,1,0.939499974,"process, loan, read, closing, made, team, experience, time, great, questions","['working', 'agent', 'quick', 'simple', 'little', 'things', 'completed', 'well', 'pleased', 'service', 'result', 'received']"
74,3,0.92930001,"process, time, read, loan, home, great, always, company, questions, nasb","['teddy', 'represents', 'company', 'well', 'communicative', 'patient', 'hardworking', 'gets', 'job', 'done']"
75,1,0.968999982,"process, loan, read, closing, made, team, experience, time, great, questions","['teddy', 'ferrell', 'binh', 'lai', 'excellent', 'team', 'members', 'teddy', 'explained', 'everything', 'beginning_end', 'honest', 'front', 'required', 'transactions', 'take', 'place', 'answered', 'calls', 'emails', 'timely_manner', 'professional', 'excellent', 'communication']"
76,3,0.947799981,"process, time, read, loan, home, great, always, company, questions, nasb","['thank', 'help', 'kelly', 'patience', 'kindness', 'assisting', 'loan', 'greatly', 'appreciated', 'look', 'forward', 'working', 'together', 'future']"
77,1,0.958500028,"process, loan, read, closing, made, team, experience, time, great, questions","['kelly', 'rasool', 'extremely', 'helpful', 'stressful', 'time', 'family', 'made', 'feel', 'taken_care', 'really', 'cared', 'helping', 'thank', 'referring', 'family', 'friends', 'future']"
78,3,0.975600004,"process, time, read, loan, home, great, always, company, questions, nasb","['first', 'conversation', 'steve', 'knew', 'understood', 'situation', 'perfectly', 'able', 'help', 'achieve', 'dream_home', 'ownership', 'given', 'realistic', 'expectations', 'beginning', 'steve', 'kept', 'touch', 'throughout', 'process', 'relief', 'work', 'someone', 'gave', 'accurate', 'information', 'didnt', 'string', 'along', 'read']"
79,3,0.911899984,"process, time, read, loan, home, great, always, company, questions, nasb","['staff', 'friendly', 'great_work', 'kept', 'well', 'informed', 'throughout', 'process']"
80,0,0.795099974,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['pleasure_working', 'robert', 'first', 'call', 'kept', 'well', 'informed', 'every_step', 'refinancing', 'also', 'made_sure', 'understood', 'everything', 'completely', 'fast', 'responding', 'helping', 'questions']"
81,3,0.985800028,"process, time, read, loan, home, great, always, company, questions, nasb","['loan_officer', 'jim', 'heisser', 'fantastic', 'day', 'one', 'right', 'case', 'called', 'daily', 'let_know', 'process', 'going', 'every', 'day', 'talkedi', 'felt_like', 'talking', 'friendand', 'became', 'friends', 'jim', 'talked', 'til', 'closing', 'informative', 'regarding', 'things', 'refi', 'closing', 'went', 'scheduled', 'jim', 'said', 'guy', 'right', 'money', 'came', 'every', 'detail', 'called', 'make_sure', 'things', 'still', 'going', 'along', 'right', 'path', 'dont', 'let', 'guy', 'gohe', 'best', 'ive_ever', 'dealt', 'read']"
82,0,0.969600022,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['steven', 'phenomenal', 'job', 'working', 'locate', 'refinance', 'worked', 'family', 'highly_recommend', 'steven', 'recommend', 'friends', 'family', 'well', 'steven', 'worked', 'tirelessly', 'ensure', 'completely', 'satisfied', 'kept', 'loop', 'loan', 'process', 'everyday']"
83,0,0.986100018,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['looking', 'way', 'consolidate', 'current', 'debt', 'submitted', 'loan', 'request', 'lending_tree', 'received', 'email', 'steven', 'shatz', 'decided', 'give', 'call', 'see', 'could', 'offer', 'based', 'reviews', 'lending_tree', 'started', 'talking', 'knew', 'willing', 'work', 'get', 'best', 'option', 'table', 'settled', 'closed', 'fairly', 'quickly', 'worked', 'issues', 'right', 'side', 'always', 'phone_call', 'text', 'email', 'away', 'never', 'delayed', 'returning', 'messages', 'highly_recommend', 'reliance', 'first', 'capital', 'steven', 'shatz', 'mortgage', 'needs', 'read']"
84,0,0.967100024,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['robert', 'best', 'person', 'loan', 'almost', 'makes', 'wish', 'could', 'kidding', 'amazing', 'person', 'concerned', 'wanted', 'whatever', 'could', 'make', 'experience', 'painless_possible', 'truely', 'recommend', 'friends', 'familythanks', 'robert']"
85,3,0.981400013,"process, time, read, loan, home, great, always, company, questions, nasb","['words', 'cannot', 'express', 'gratitude', 'john', 'spellman', 'absolutely', 'amazing', 'day', 'one', 'treated', 'client', 'although', 'know', 'wasnt', 'sure', 'get', 'paid', 'deserved', 'working', 'cannot', 'say_enough', 'think', 'reliance', 'extremely', 'lucky', 'patience', 'understanding', 'amazing', 'service', 'knowledge', 'exceeded_expectations', 'beyond', 'measure', 'approval', 'closing', 'went', 'quickly', 'head', 'almost', 'spinning', 'read']"
86,2,0.956799984,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['everyone', 'contact', 'reliance', 'knowledgeable', 'professionaland', 'worked', 'answer', 'questions', 'problem', 'courseof', 'application', 'dealt', 'quickly', 'solved', 'recommend', 'reliance', 'anyone']"
87,0,0.965200007,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['spending', 'months', 'trying', 'complete', 'application', 'loan', 'little', 'success', 'found', 'patrick', 'reliance', 'kept', 'informed', 'aregular', 'basis', 'happening', 'needed', 'time', 'line', 'closing', 'great', 'experience']"
88,1,0.908800006,"process, loan, read, closing, made, team, experience, time, great, questions","['wesley', 'white', 'worked', 'tirelessly', 'patiently', 'get', 'loan', 'approved', 'closed', 'despite', 'several', 'obstacles', 'challenges', 'responsive', 'reassuring', 'encouraging', 'even', 'complicated', 'situation', 'trust', 'work', 'hard', 'possible', 'help', 'meet', 'goals', 'definitely', 'call', 'lending', 'needs']"
89,1,0.909500003,"process, loan, read, closing, made, team, experience, time, great, questions","['professional', 'answered', 'returned', 'calls', 'fast', 'great', 'communication', 'whole_process']"
90,0,0.989700019,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['buyer', 'beware', 'make', 'short', 'sweet', 'shop', 'around', 'find', 'someone', 'knows', 'talking', 'certain', 'expenses', 'pay', 'closing', 'assured', 'get', 'refund', 'reliance', 'pay', 'reflect', 'final', 'closing', 'documents', 'happen', 'termite', 'inspection', 'required', 'told', 'get', 'back', 'nope', 'answer', 'rules', 'changed', 'time', 'back', 'didnt', 'know', 'also', 'told', 'closed', 'late', 'reliance', 'pick', 'late', 'fee', 'present', 'mortgage', 'told', 'pay', 'yep', 'paid', 'proceedsthen', 'pay', 'loan', 'reason', 'refinance', 'send', 'check', 'payable', 'lender', 'overnight', 'lender', 'dont', 'get', 'hit', 'another', 'late', 'fee', 'couldt', 'electronic', 'payment', 'happy', 'read']"
91,0,0.982599974,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['team', 'aware', 'critical', 'information', 'delayed', 'refinancing', 'several', 'months', 'finally', 'upon', 'completion', 'also', 'several', 'weeks_later', 'promised', 'pay', 'checks', 'creditors', 'wrong', 'due', 'late', 'fees', 'next', 'payments', 'chris', 'thomas', 'cordial', 'forthcoming', 'stayed', 'constant', 'contact', 'overall', 'company', 'delays', 'incorrect', 'balances', 'due', 'delays', 'make', 'impossible', 'recommend', 'company', 'whole', 'read']"
92,1,0.925999999,"process, loan, read, closing, made, team, experience, time, great, questions","['response', 'previous', 'review', 'greg', 'bellezza', 'reliance', 'capital', 'refund', 'appraisal', 'fee']"
93,0,0.989000022,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['reliance', 'first', 'capitoldo', 'let', 'kenneth', 'watson', 'help', 'youi', 'frustrated', 'himhe', 'arrogantevery', 'time', 'talked', 'always', 'saylet', 'call', 'back', 'minutesi', 'wouldnt', 'hear', 'couple', 'daysand', 'happened', 'probably', 'timesit', 'wasnt', 'extremely', 'badwe', 'raise', 'credit', 'score', 'took', 'probably', 'monthbut', 'took', 'little', 'months', 'get', 'everything', 'said', 'donethen', 'lost', 'paper', 'workwe', 'get', 'redonetheni', 'also', 'motorcycle', 'supposed', 'percent', 'payoffwell', 'didnt', 'get', 'money', 'pay', 'bike', 'offagainlet', 'call', 'title', 'company', 'ill', 'call', 'back', 'mindidnt', 'hear', 'himso', 'called', 'back', 'next', 'daywhat', 'read']"
94,2,0.94690001,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['reliance', 'first', 'capital', 'professional', 'said', 'day', 'age', 'rare', 'made', 'pleasure', 'business', 'couldnt', 'pleased', 'thanks']"
95,3,0.97299999,"process, time, read, loan, home, great, always, company, questions, nasb","['thought', 'seemed', 'nice', 'first', 'played', 'phone', 'tag', 'got', 'letter', 'mail', 'stateing', 'interested', 'anything', 'file', 'left', 'messages', 'andd', 'emailed', 'incorrect', 'heard', 'since', 'maybe', 'said', 'interested', 'dier', 'straights', 'need', 'help']"
96,0,0.7324,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['experience', 'reliance', 'extremely', 'frustrating', 'aggravating', 'first', 'loan', 'mgr', 'asked', 'usual', 'pile', 'paper', 'including', 'prove', 'paid', 'taxes', 'fine', 'wanted', 'copies', 'tax', 'returns', 'could', 'compare', 'since', 'tax', 'auditors', 'unable', 'find', 'copy', 'irs', 'send', 'transcript', 'sent', 'via', 'electronically', 'held', 'weeks', 'transcript', 'mailed', 'irs', 'getting', 'ridiculous', 'irs', 'fax', 'directly', 'still', 'problem', 'authenticity', 'received', 'everything', 'discrepancies', 'yet', 'loan', 'mgr', 'suggested', 'ahead', 'dummy', 'copy', 'long', 'match', 'exactly', 'said', 'two', 'separate', 'transcripts', 'accurate', 'could', 'walk', 'amazing', 'week', 'later', 'finally', 'approved', 'guy', 'emailed', 'called', 'every', 'day', 'sometimes', 'many', 'times', 'even', 'christmas', 'trip', 'dallas', 'sit', 'wait', 'wonder', 'black', 'hole', 'make', 'annoying', 'demeaning', 'way', 'speaking', 'saying', 'make', 'sense', 'every', 'statement', 'couldnt', 'understand', 'basic', 'english', 'one', 'things', 'people', 'say', 'want', 'people', 'feel', 'inferior', 'requested', 'times', 'sent', 'least', 'make_sure', 'didnt', 'make', 'sense', 'inability', 'accept', 'irs', 'transcripts', 'sent', 'irs', 'harassment', 'tax', 'copies', 'visiting', 'sons', 'dallas', 'christmas', 'certainly', 'want', 'friends', 'feel', 'frustration', 'read']"
97,2,0.958199978,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['person', 'spoke', 'kept', 'interrupting', 'telling', 'line', 'rather', 'listening', 'info', 'wanted', 'quite', 'pushy', 'altho', 'said', 'wasnt', 'salesman', 'closing_costs', 'astronomical']"
98,1,0.97240001,"process, loan, read, closing, made, team, experience, time, great, questions","['based', 'results', 'give', 'star', 'initial', 'conversations', 'course', 'hour', 'provided', 'info', 'based', 'anthony', 'said', 'give', 'options', 'moving', 'forward', 'next', 'day', 'talked', 'zero', 'options', 'said', 'wasnt', 'approved', 'waste', 'credit', 'pull']"
99,0,0.73119998,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['months', 'spoke', 'one', 'person', 'amerisave', 'got', 'information', 'needed', 'decided', 'refi', 'continue', 'get', 'calls', 'reliance', 'whose', 'employees', 'seem', 'know', 'interested', 'means', 'known', 'clicking', 'one', 'get', 'information', 'meant', 'cos', 'call', 'never', 'looked', 'online', 'information', 'get', 'stop', 'calling', 'read']"
100,1,0.976899981,"process, loan, read, closing, made, team, experience, time, great, questions","['lisa', 'podorson', 'set', 'closing_date', 'three', 'different', 'dates', 'reneged', 'since', 'august', 'podorson', 'continued', 'asked', 'documents', 'last', 'minuet', 'return', 'text', 'phone_calls', 'entire', 'week', 'return', 'calls', 'decided', 'cancel', 'refinancing', 'contact', 'bbb', 'unprofessional', 'process', 'experience', 'unpleasant', 'read']"
